date,inventory
12/7/2018,203
13/7/2018,204
14/7/2018,206
15/7/2018,208
16/7/2018,208
17/7/2018,210
18/7/2018,212
19/7/2018,212
20/7/2018,214
21/7/2018,215
22/7/2018,216
23/7/2018,217
24/7/2018,218
25/7/2018,220
26/7/2018,221
27/7/2018,222
28/7/2018,223
29/7/2018,224
30/7/2018,226
31/7/2018,227
1/8/2018,228
2/8/2018,229
3/8/2018,230
4/8/2018,232
5/8/2018,233
6/8/2018,235
7/8/2018,236
8/8/2018,237
9/8/2018,240
10/8/2018,240
11/8/2018,241
12/8/2018,243
13/8/2018,244
14/8/2018,247
15/8/2018,248
16/8/2018,250
17/8/2018,252
18/8/2018,253
19/8/2018,254
20/8/2018,256
21/8/2018,257
22/8/2018,258
23/8/2018,260
24/8/2018,261
25/8/2018,262
26/8/2018,263
27/8/2018,264
28/8/2018,266
29/8/2018,267
30/8/2018,268
31/8/2018,269
1/9/2018,270
2/9/2018,272
3/9/2018,272
4/9/2018,274
5/9/2018,276
6/9/2018,277
7/9/2018,278
8/9/2018,280
9/9/2018,282
10/9/2018,283
11/9/2018,284
12/9/2018,284
13/9/2018,284
14/9/2018,284
15/9/2018,284
16/9/2018,284
17/9/2018,284
18/9/2018,281
19/9/2018,280
20/9/2018,280
21/9/2018,278
22/9/2018,277
23/9/2018,276
24/9/2018,276
25/9/2018,274
26/9/2018,273
27/9/2018,272
28/9/2018,269
29/9/2018,268
30/9/2018,268
1/10/2018,265
2/10/2018,264
3/10/2018,264
4/10/2018,262
5/10/2018,260
6/10/2018,259
7/10/2018,257
8/10/2018,255
9/10/2018,254
10/10/2018,252
11/10/2018,251
12/10/2018,250
13/10/2018,248
14/10/2018,248
15/10/2018,245
16/10/2018,244
17/10/2018,243
18/10/2018,241
19/10/2018,240
20/10/2018,239
21/10/2018,238
22/10/2018,237
23/10/2018,236
24/10/2018,235
25/10/2018,234
26/10/2018,232
27/10/2018,232
28/10/2018,230
29/10/2018,229
30/10/2018,228
31/10/2018,227
1/11/2018,224
2/11/2018,224
3/11/2018,221
4/11/2018,220
5/11/2018,218
6/11/2018,217
7/11/2018,216
8/11/2018,213
9/11/2018,212
10/11/2018,211
11/11/2018,209
12/11/2018,208
13/11/2018,207
14/11/2018,204
15/11/2018,201
16/11/2018,200
17/11/2018,197
18/11/2018,196
19/11/2018,193
20/11/2018,192
21/11/2018,190
22/11/2018,188
23/11/2018,188
24/11/2018,187
25/11/2018,186
26/11/2018,184
27/11/2018,184
28/11/2018,183
29/11/2018,182
30/11/2018,182
1/12/2018,181
2/12/2018,180
3/12/2018,180
4/12/2018,180
5/12/2018,179
6/12/2018,179
7/12/2018,178
8/12/2018,178
9/12/2018,176
10/12/2018,176
11/12/2018,174
12/12/2018,172
13/12/2018,171
14/12/2018,170
15/12/2018,168
16/12/2018,168
17/12/2018,168
18/12/2018,166
19/12/2018,164
20/12/2018,163
21/12/2018,162
22/12/2018,162
23/12/2018,162
24/12/2018,163
25/12/2018,164
26/12/2018,164
27/12/2018,166
28/12/2018,168
29/12/2018,169
30/12/2018,170
31/12/2018,171
